id,country,currency,language,bank,channel,raw_sms,amount,txn_type,merchant,account_last4,is_financial_transaction,label_category
syn_0111,IN,INR,en,SBI,UPI,Dear UPI user A/C X9631 debited by 1104.31 on date 08Apr26 trf to Mr TESTPAYEE63 Refno 600000063 SBI,1104.31,debit,TESTPAYEE63,9631,1,synthetic_spin
syn_0112,IN,INR,en,Kotak,UPI,Kotak Bank: Acct XX9768 debited for INR 1121.68 on 02-Apr-26 Info: CAFE64 Ref 200064,1121.68,debit,CAFE64,9768,1,synthetic_spin
syn_0113,IN,INR,en,PNB,UPI,PNB: A/c **9905 debited Rs 1139.05 on 03-Apr-26 UPI to MERCHANT65@ybl Ref 300000065,1139.05,debit,MERCHANT65@ybl,9905,1,synthetic_spin
syn_0114,IN,INR,en,BOB,UPI,Bank of Baroda: A/c **0042 debited Rs 1156.42 on 03-Apr-26 UPI to MERCHANT66@ybl Ref 300000066,1156.42,debit,MERCHANT66@ybl,0042,1,synthetic_spin
syn_0115,IN,INR,en,Canara,UPI,CANARA BANK: A/c **0179 debited Rs 1173.79 on 03-Apr-26 UPI to MERCHANT67@ybl Ref 300000067,1173.79,debit,MERCHANT67@ybl,0179,1,synthetic_spin
syn_0116,IN,INR,en,Union Bank,UPI,Union Bank of India: A/c **0316 debited Rs 1191.16 on 03-Apr-26 UPI to MERCHANT68@ybl Ref 300000068,1191.16,debit,MERCHANT68@ybl,0316,1,synthetic_spin
syn_0117,IN,INR,en,Yes Bank,UPI,YES BANK: A/c **0453 debited Rs 1208.53 on 03-Apr-26 UPI to MERCHANT69@ybl Ref 300000069,1208.53,debit,MERCHANT69@ybl,0453,1,synthetic_spin
syn_0118,IN,INR,en,Axis,UPI_P2M,INR 1225.90 debited / A/c no. XX0590 / UPI/P2M/900000070/TESTMERCHANT70 / Not you? SMS BLOCKUPI / Axis Bank,1225.9,debit,TESTMERCHANT70,0590,1,synthetic_spin
syn_0119,IN,INR,en,HDFC,UPI,HDFC Bank: Rs.1243.27 debited from A/c **0727 to SHOP71 on 01-Apr-26,1243.27,debit,SHOP71,0727,1,synthetic_spin
syn_0120,IN,INR,en,ICICI,UPI,ICICI Bank: Acct XX0864 debited for INR 1260.64 on 02-Apr-26 Info: CAFE72 Ref 200072,1260.64,debit,CAFE72,0864,1,synthetic_spin
syn_0121,IN,INR,en,SBI,UPI,Dear UPI user A/C X1001 debited by 1278.01 on date 18Apr26 trf to Mr TESTPAYEE73 Refno 600000073 SBI,1278.01,debit,TESTPAYEE73,1001,1,synthetic_spin
syn_0122,IN,INR,en,Kotak,UPI,Kotak Bank: Acct XX1138 debited for INR 1295.38 on 02-Apr-26 Info: CAFE74 Ref 200074,1295.38,debit,CAFE74,1138,1,synthetic_spin
syn_0123,IN,INR,en,PNB,UPI,PNB: A/c **1275 debited Rs 1312.75 on 03-Apr-26 UPI to MERCHANT75@ybl Ref 300000075,1312.75,debit,MERCHANT75@ybl,1275,1,synthetic_spin
syn_0124,IN,INR,en,BOB,UPI,Bank of Baroda: A/c **1412 debited Rs 1330.12 on 03-Apr-26 UPI to MERCHANT76@ybl Ref 300000076,1330.12,debit,MERCHANT76@ybl,1412,1,synthetic_spin
syn_0125,IN,INR,en,Canara,UPI,CANARA BANK: A/c **1549 debited Rs 1347.49 on 03-Apr-26 UPI to MERCHANT77@ybl Ref 300000077,1347.49,debit,MERCHANT77@ybl,1549,1,synthetic_spin
syn_0126,IN,INR,en,Union Bank,UPI,Union Bank of India: A/c **1686 debited Rs 1364.86 on 03-Apr-26 UPI to MERCHANT78@ybl Ref 300000078,1364.86,debit,MERCHANT78@ybl,1686,1,synthetic_spin
syn_0127,IN,INR,en,Yes Bank,UPI,YES BANK: A/c **1823 debited Rs 1382.23 on 03-Apr-26 UPI to MERCHANT79@ybl Ref 300000079,1382.23,debit,MERCHANT79@ybl,1823,1,synthetic_spin
